bandwidth,time
250,9.432944736842106
500,9.432944736842106
750,9.432944736842106
1000,9.432944736842106
1250,9.432944736842106
1500,9.432944736842106
1750,9.432944736842106
2000,9.432944736842106
2250,9.432944736842106
