bandwidth,time
250,1.0242414062499983
500,1.0242414062499983
750,1.0242414062499983
1000,1.0242414062499983
1250,1.0242414062499983
1500,1.0242414062499983
1750,1.0242414062499983
2000,1.0242414062499983
2250,1.0242414062499983
