bandwidth,time
250,6.900152631578935
500,6.900152631578935
750,6.900152631578935
1000,6.900152631578935
1250,6.900152631578935
1500,6.900152631578935
1750,6.900152631578935
2000,6.900152631578935
2250,6.900152631578935
