bandwidth,time
250,0.4627512500000016
500,0.4627512500000016
750,0.4627512500000016
1000,0.4627512500000016
1250,0.4627512500000016
1500,0.4627512500000016
1750,0.4627512500000016
2000,0.1635781250000008
2250,0.1635781250000008
