layername,device
input,0
stem,0
dark2,0
dark3,0
dark4,0
C3_p3,0
dark5,0
C3_p4,0
lateral_conv0,0
upsample_P5,0
C3_n4,0
reduce_conv1,0
upsample_P4,0
C3_n3,0
bu_conv2,0
stems_0,4
bu_conv1,0
stems_1,2
cls_convs_0,4
reg_convs_0,4
cls_preds_0,4
reg_preds_0,4
obj_preds_0,4
partial_out_0,4
output_decode,1
cls_convs_1,2
reg_convs_1,3
cls_preds_1,2
reg_preds_1,3
obj_preds_1,3
partial_out_1,3
stems_2,0
cls_convs_2,1
reg_convs_2,0
cls_preds_2,1
reg_preds_2,0
obj_preds_2,0
partial_out_2,1
output,1
