bandwidth,optimizer,energy,device,payload
250,4.597068615158477,0,4,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
500,11.12943923213281,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
750,12.232493118307488,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
1000,12.739158632020406,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
1250,13.043157940248179,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
1500,13.245824145733351,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
1750,14.16264306405688,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
2000,14.174707077694677,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
2250,14.184090199412964,0,5,{'stems_2': {'count': 1| 'size': 0.4883}| 'reg_preds_2': {'count': 1| 'size': 0.0061}| 'obj_preds_2': {'count': 1| 'size': 0.0015}| 'C3_n3': {'count': 1| 'size': 3.9062}| 'stems_1': {'count': 1| 'size': 1.9531}| 'cls_preds_1': {'count': 1| 'size': 0.4883}| 'C3_p3': {'count': 1| 'size': 7.8125}| 'partial_out_0': {'count': 1| 'size': 2.0752}| 'partial_out_1': {'count': 1| 'size': 0.5188}}
