layername,device
input,0
transform,0
conv1,0
bn1,0
relu,0
maxpool,0
layer1,0
layer2,0
layer3,0
layer4,0
inner_3,0
layer_3,1
inner_2,3
interpolate__2,0
add__2,0
layer_2,4
inner_1,5
interpolate__1,0
add__1,0
layer_1,5
inner_0,3
interpolate__0,0
add__0,0
layer_0,0
extra,1
rpn_parallel_f0,0
rpn_parallel_f1,5
rpn_parallel_f2,4
rpn_parallel_f3,2
rpn_parallel_f4,1
rpn_merger,0
box_roi_pool,0
fc6,0
fc7,0
cls_score,3
bbox_pred,0
postprocess_detections,0
resize,2
output,2
