layername,priority
input,0
embeddings,530.76171875
Interpolation,1000.0
layer_0,530.76171875
layer_1,530.76171875
layer_2,531.25
layer_3,531.25
layer_4,531.25
layer_5,531.25
layer_6,531.25
layer_7,531.25
layer_8,562.5
layer_9,625.0
layer_10,750.0
layer_11,1000.0
Layer_Norm,1000.0
Class_Labels_Classifier,500.0
Box_Predictor,1000.0
output,1000
