layername,device
input,0
stem,0
dark2,0
dark3,0
dark4,0
C3_p3,1
dark5,1
C3_p4,1
lateral_conv0,1
upsample_P5,1
C3_n4,1
reduce_conv1,1
upsample_P4,1
C3_n3,1
bu_conv2,1
stems_0,0
bu_conv1,1
stems_1,3
cls_convs_0,1
reg_convs_0,3
cls_preds_0,1
reg_preds_0,3
obj_preds_0,3
partial_out_0,1
output_decode,1
cls_convs_1,3
reg_convs_1,3
cls_preds_1,3
reg_preds_1,3
obj_preds_1,3
partial_out_1,3
stems_2,1
cls_convs_2,1
reg_convs_2,2
cls_preds_2,1
reg_preds_2,2
obj_preds_2,2
partial_out_2,2
output,1
