layername,device
input,0
embeddings,0
Interpolation,1
layer_0,0
layer_1,1
layer_2,1
layer_3,1
layer_4,1
layer_5,1
layer_6,1
layer_7,1
layer_8,1
layer_9,1
layer_10,1
layer_11,1
Layer_Norm,1
Class_Labels_Classifier,1
Box_Predictor,1
output,1
