0,0.029902,0,26.2400,6.8813,0
1,0.112068,0,378.4400,36.7002,0
2,0.119979,0,162.4900,18.3501,0
3,0.046696,0,96.6800,9.175,0
4,0.008658,0,0,18.3501,0
5,0.046794,0,96.6800,9.175,0
6,0.041863,0,96.6700,9.175,0
7,0.067624,0,123.0300,9.175,0
8,0.010114,0,8.7500,9.175,0
9,0.041743,0,96.6700,9.175,0
10,0.066753,0,123.0300,9.175,0
11,0.014957,0,8.7500,9.175,0
12,0.041033,0,96.6700,9.175,0
13,0.066058,0,123.0300,9.175,0
14,0.010078,0,8.7500,9.175,0
15,0.021944,0,70.0000,18.3501,0
16,0.061446,0,175.4400,18.3501,0
17,0.124761,0,88.1700,9.175,0
18,0.041985,0,52.2100,4.5875,0
19,0.008515,0,0,9.175,0
20,0.045333,0,51.4000,4.5875,0
21,0.044035,0,48.3100,4.5875,0
22,0.060823,0,63.8000,4.5875,0
23,0.011083,0,4.3800,4.5875,0
24,0.037662,0,48.3100,4.5875,0
25,0.058595,0,63.8000,4.5875,0
26,0.010782,0,4.3800,4.5875,0
27,0.037507,0,48.3100,4.5875,0
28,0.060236,0,63.8000,4.5875,0
29,0.010978,0,4.3800,4.5875,0
30,0.04093,0,48.3100,4.5875,0
31,0.0591,0,63.8000,4.5875,0
32,0.011793,0,4.3800,4.5875,0
33,0.036782,0,48.3100,4.5875,0
34,0.057922,0,63.8000,4.5875,0
35,0.010669,0,4.3800,4.5875,0
36,0.036991,0,48.3100,4.5875,0
37,0.058965,0,63.8000,4.5875,0
38,0.010629,0,4.3800,4.5875,0
39,0.036805,0,48.3100,4.5875,0
40,0.058188,0,63.8000,4.5875,0
41,0.011168,0,4.3800,4.5875,0
42,0.016399,0,35.0000,9.175,0
43,0.056019,0,87.7300,9.175,0
44,0.095333,0,39.5100,3.4406,0
45,0.035568,0,23.7200,1.7203,0
46,0.0085,0,0,3.4406,0
47,0.035453,0,27.6100,1.7203,0
48,0.033595,0,27.6000,1.7203,0
49,0.049456,0,32.0500,1.7203,0
50,0.011184,0,2.5000,1.7203,0
51,0.03352,0,23.3000,1.7203,0
52,0.046345,0,26.8700,1.7203,0
53,0.011193,0,3.3800,1.7203,0
54,0.033464,0,18.1400,1.7203,0
55,0.044769,0,28.3800,1.7203,0
56,0.012159,0,1.3200,1.7203,0
57,0.032716,0,20.0000,1.7203,0
58,0.045924,0,27.4300,1.7203,0
59,0.011212,0,2.2700,1.7203,0
60,0.032918,0,18.1400,1.7203,0
61,0.044688,0,27.7500,1.7203,0
62,0.011087,0,1.6400,1.7203,0
63,0.03286,0,18.1400,1.7203,0
64,0.045956,0,27.7500,1.7203,0
65,0.011196,0,1.6400,1.7203,0
66,0.032887,0,18.1400,1.7203,0
67,0.045665,0,27.7500,1.7203,0
68,0.01128,0,1.6400,1.7203,0
69,0.013147,0,13.1200,3.4406,0
70,0.041636,0,36.4200,3.4406,0
71,0.065093,0,19.9100,1.1469,0
72,0.03417,0,6.1680,0.5734,0
73,0.00862,0,0,1.1469,0
74,0.034041,0,6.1680,0.5734,0
75,0.03235,0,6.1670,0.5734,0
76,0.039911,0,16.2840,0.5734,0
77,0.011121,0,0.5600,0.5734,0
78,0.032277,0,6.1670,0.5734,0
79,0.039665,0,16.2840,0.5734,0
80,0.012226,0,0.5600,0.5734,0
81,0.031583,0,6.1670,0.5734,0
82,0.039137,0,16.2840,0.5734,0
83,0.011348,0,0.5600,0.5734,0
84,0.013637,0,5.7200,1.1469,0
85,0.038697,0,14.2240,1.1469,0
86,0.051114,0,9.8300,0.3584,0
87,0.035013,0,1.9365,0.1792,0
88,0.008754,0,0,0.3584,0
89,0.034982,0,1.9365,0.1792,0
